Date,Area,Title,Type,Bedroom,Size,Price
 3 Bedrooms , Seri Kembangan ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  ,"
Apartments
","
3 Bedrooms
","1017 sq.ft
", RM 310 000 
 2 Bathrooms , Seri Kembangan ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  ,"
Apartments
","
3 Bedrooms
","1044 sq.ft
", RM 195 000 
"  Yesterday, 22:45   Batu Caves   ", Bandar Utama ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 2 Bedrooms ,516 sq.ft, RM 35 500 
 Apartments , Selayang ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,700 sq.ft, RM 680 000 
816 sq.ft, Serdang ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,850 sq.ft, RM 580 000 
 3 Bedrooms , Damansara Damai ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,1000 sq.ft, RM 153 000 
 2 Bathrooms , Damansara Damai ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,850 sq.ft, RM 100 000 
"  Yesterday, 22:34   Shah Alam   ", Balakong ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 408 000 
 Apartments , Ulu Klang ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,750 sq.ft, RM 420 000 
450 sq.ft, Ampang ,  End lot apt sri tanjung bangi  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 190 000 
 1 Bedroom , Gombak ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,780 sq.ft, RM 245 000 
 1 Bathroom , Puchong ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 116 700 
"  Yesterday, 22:25   Bangi   ", Damansara Perdana ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,882 sq.ft, RM 150 000 
 Apartments , Puchong ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,663 sq.ft, RM 280 000 
1070 sq.ft, Kota Kemuning ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 2 Bedrooms ,665 sq.ft, RM 800 000 
 3 Bedrooms , Ampang ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 129 000 
 2 Bathrooms , Sepang ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,980 sq.ft, RM 135 000 
"  Yesterday, 22:24   Damansara Damai   ", Cyberjaya ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,700 sq.ft, RM 420 000 
 Apartments , Puchong ,  Apartment termurah cheras  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 155 000 
750 sq.ft, Shah Alam ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,817 sq.ft, RM 250 000 
 3 Bedrooms , Shah Alam ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,855 sq.ft, RM 170 000 
 2 Bathrooms , Shah Alam ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 463 950 
"  Yesterday, 22:21   USJ   ", Cyberjaya ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,816 sq.ft, RM 265 000 
 Apartments , Saujana ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 1 Bedroom ,450 sq.ft, RM 490 000 
615 sq.ft, Klang ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 245 000 
 2 Bedrooms , Batu Caves ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 900 000 
 1 Bathroom , Shah Alam ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 2 Bedrooms ,615 sq.ft, RM 180 000 
"  Yesterday, 22:15   Kelana Jaya   ", Bangi ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 2 Bedrooms ,753 sq.ft, RM 285 000 
 Apartments , Damansara Damai ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,753 sq.ft, RM 363 240 
753 sq.ft, USJ ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,689 sq.ft, RM 236 000 
 2 Bedrooms , Kelana Jaya ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,652 sq.ft, RM 247 000 
 1 Bathroom , Kelana Jaya ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,940 sq.ft, RM 235 000 
"  Yesterday, 22:10   Kelana Jaya   ", Puchong ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,900 sq.ft, RM 300 000 
 Apartments , Bangi ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 4 Bedrooms ,800 sq.ft, RM 200 000 
753 sq.ft, Ara Damansara ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,864 sq.ft, RM 490 000 
 3 Bedrooms , Seri Kembangan ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,857 sq.ft, RM 399 999 
 2 Bathrooms , Bangi ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,720 sq.ft, RM 350 000 
"  Yesterday, 21:55   Puchong   ", Bangi ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 4 Bedrooms ,864 sq.ft, RM 90 000 
 Apartments , Klang ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 240 000 
689 sq.ft, Seri Kembangan ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 2 Bedrooms ,487 sq.ft, RM 300 000 
 3 Bedrooms , Seri Kembangan ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,720 sq.ft, RM 310 000 
 2 Bathrooms , Bandar Utama ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,850 sq.ft, RM 195 000 
"  Yesterday, 21:55   Bangi   ", Selayang ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ","
Apartments
","
3 Bedrooms
","1000 sq.ft
", RM 35 500 
 Apartments , Serdang ,  Service Apartment Kelana Jaya  ,"
Apartments
","
4 Bedrooms
","1125 sq.ft
", RM 680 000 
652 sq.ft, Damansara Damai ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 2 Bedrooms ,516 sq.ft, RM 580 000 
 3 Bedrooms , Damansara Damai ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 153 000 
 2 Bathrooms , Balakong ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,850 sq.ft, RM 100 000 
"  Yesterday, 21:40   Ara Damansara   ", Ulu Klang ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 408 000 
 Apartments , Ampang ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,850 sq.ft, RM 420 000 
940 sq.ft, Gombak ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 190 000 
 3 Bedrooms , Puchong ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,750 sq.ft, RM 245 000 
 2 Bathrooms , Damansara Perdana ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 4 Bedrooms ,2005 sq.ft, RM 116 700 
"  Yesterday, 21:30   Seri Kembangan   ", Puchong ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,780 sq.ft, RM 150 000 
 Apartments , Kota Kemuning ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 280 000 
900 sq.ft, Ampang ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,882 sq.ft, RM 800 000 
 3 Bedrooms , Sepang ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,663 sq.ft, RM 129 000 
 2 Bathrooms , Cyberjaya ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 2 Bedrooms ,665 sq.ft, RM 135 000 
"  Yesterday, 21:25   Bangi   ", Puchong ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,850 sq.ft, RM 420 000 
 Apartments , Shah Alam ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,980 sq.ft, RM 155 000 
800 sq.ft, Shah Alam ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,700 sq.ft, RM 250 000 
 4 Bedrooms , Shah Alam ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 170 000 
 2 Bathrooms , Cyberjaya ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,817 sq.ft, RM 463 950 
"  Yesterday, 21:05   Bangi   ", Saujana ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,855 sq.ft, RM 265 000 
 Apartments , Klang ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 490 000 
864 sq.ft, Batu Caves ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,816 sq.ft, RM 245 000 
 3 Bedrooms , Shah Alam ,"  Metropolitan square condo damansara perdana,  ", Apartments , 1 Bedroom ,450 sq.ft, RM 900 000 
 2 Bathrooms , Bangi ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 180 000 
"  Yesterday, 21:00   Klang   ", Damansara Damai ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,750 sq.ft, RM 285 000 
 Apartments , USJ ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 2 Bedrooms ,615 sq.ft, RM 363 240 
857 sq.ft, Kelana Jaya ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 2 Bedrooms ,753 sq.ft, RM 236 000 
 3 Bedrooms , Kelana Jaya ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,753 sq.ft, RM 247 000 
 2 Bathrooms , Puchong ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,689 sq.ft, RM 235 000 
"  Yesterday, 21:00   Seri Kembangan   ", Bangi ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,652 sq.ft, RM 300 000 
 Apartments , Ara Damansara ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,940 sq.ft, RM 200 000 
720 sq.ft, Seri Kembangan ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,900 sq.ft, RM 490 000 
 3 Bedrooms , Bangi ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 4 Bedrooms ,800 sq.ft, RM 399 999 
 2 Bathrooms , Bangi ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,864 sq.ft, RM 350 000 
"  Yesterday, 21:00   Seri Kembangan   ", Klang ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,857 sq.ft, RM 90 000 
 Apartments , Seri Kembangan ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,720 sq.ft, RM 240 000 
864 sq.ft, Seri Kembangan ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 4 Bedrooms ,864 sq.ft, RM 300 000 
 4 Bedrooms , Bandar Utama ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 310 000 
 2 Bathrooms , Selayang ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 2 Bedrooms ,487 sq.ft, RM 195 000 
"  Yesterday, 20:44   Bandar Utama   ", Serdang ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 35 500 
 Apartments , Damansara Damai ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,850 sq.ft, RM 680 000 
1423 sq.ft, Damansara Damai ,  First Sky Facilities in PJ Fully Furnished Package  ,"
Apartments
","
3 Bedrooms
","852 sq.ft
", RM 580 000 
 4 Bedrooms , Balakong ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ","
Apartments
","
2 Bedrooms
","635 sq.ft
", RM 153 000 
 4 Bathrooms , Ulu Klang ,  Apartment dahlia bandar seri putra  , Apartments , 2 Bedrooms ,516 sq.ft, RM 100 000 
"  Yesterday, 20:24   Selayang   ", Ampang ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,700 sq.ft, RM 408 000 
 Apartments , Gombak ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,850 sq.ft, RM 420 000 
487 sq.ft, Puchong ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 190 000 
 2 Bedrooms , Damansara Perdana ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,850 sq.ft, RM 245 000 
 1 Bathroom , Puchong ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,1130 sq.ft, RM 116 700 
"  Yesterday, 19:50   Serdang   ", Kota Kemuning ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 150 000 
 Apartments , Ampang ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 4 Bedrooms ,2005 sq.ft, RM 280 000 
720 sq.ft, Sepang ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,780 sq.ft, RM 800 000 
 3 Bedrooms , Cyberjaya ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 129 000 
 1 Bathroom , Puchong ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,882 sq.ft, RM 135 000 
"  Yesterday, 19:47   Tropicana   ", Shah Alam ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,663 sq.ft, RM 420 000 
 Apartments , Shah Alam ,  Apartment termurah cheras  , Apartments , 2 Bedrooms ,665 sq.ft, RM 155 000 
850 sq.ft, Shah Alam ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,850 sq.ft, RM 250 000 
 3 Bedrooms , Cyberjaya ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,980 sq.ft, RM 170 000 
 2 Bathrooms , Saujana ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,700 sq.ft, RM 463 950 
"
New
", Klang ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 4 Bedrooms ,1913 sq.ft, RM 265 000 
"
Hobby & Collectibles
", Batu Caves ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,817 sq.ft, RM 490 000 
"  Today, 04:13   Damansara Damai   ", Shah Alam ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,855 sq.ft, RM 245 000 
 Apartments , Bangi ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,1200 sq.ft, RM 900 000 
516 sq.ft, Damansara Damai ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,816 sq.ft, RM 180 000 
 2 Bedrooms , USJ ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 1 Bedroom ,450 sq.ft, RM 285 000 
 1 Bathroom , Kelana Jaya ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 363 240 
"  Today, 03:08   Damansara Damai   ", Kelana Jaya ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,750 sq.ft, RM 236 000 
 Apartments , Puchong ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 2 Bedrooms ,615 sq.ft, RM 247 000 
700 sq.ft, Bangi ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 2 Bedrooms ,753 sq.ft, RM 235 000 
 3 Bedrooms , Ara Damansara ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,753 sq.ft, RM 300 000 
 2 Bathrooms , Seri Kembangan ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,689 sq.ft, RM 200 000 
"  Today, 03:07   Balakong   ", Bangi ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,652 sq.ft, RM 490 000 
 Apartments , Bangi ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,940 sq.ft, RM 399 999 
850 sq.ft, Klang ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,900 sq.ft, RM 350 000 
 3 Bedrooms , Seri Kembangan ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 4 Bedrooms ,800 sq.ft, RM 90 000 
 2 Bathrooms , Seri Kembangan ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,864 sq.ft, RM 240 000 
"  Today, 02:05   Ulu Klang   ", Bandar Utama ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,857 sq.ft, RM 300 000 
 Apartments , Selayang ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,720 sq.ft, RM 310 000 
1000 sq.ft, Serdang ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 4 Bedrooms ,864 sq.ft, RM 195 000 
 3 Bedrooms , Damansara Damai ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 4 Bedrooms ,1423 sq.ft, RM 35 500 
 2 Bathrooms , Damansara Damai ,  Service Apartment Kelana Jaya  , Apartments , 2 Bedrooms ,487 sq.ft, RM 680 000 
"  Today, 02:05   Ampang   ", Balakong ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,720 sq.ft, RM 580 000 
 Apartments , Ulu Klang ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 153 000 
850 sq.ft, Ampang ,  Apartment dahlia bandar seri putra  ,"
Apartments
","
4 Bedrooms
","1125 sq.ft
", RM 100 000 
 3 Bedrooms , Gombak ,  Lily Apartment in Taman Mayang Jaya  ,"
Apartments
","
3 Bedrooms
","850 sq.ft
", RM 408 000 
 2 Bathrooms , Puchong ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 2 Bedrooms ,516 sq.ft, RM 420 000 
"  Today, 01:22   Gombak   ", Damansara Perdana ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,700 sq.ft, RM 190 000 
 Apartments , Puchong ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,850 sq.ft, RM 245 000 
1130 sq.ft, Kota Kemuning ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,1000 sq.ft, RM 116 700 
 3 Bedrooms , Ampang ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 150 000 
 2 Bathrooms , Sepang ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,1130 sq.ft, RM 280 000 
"  Today, 01:18   Puchong   ", Cyberjaya ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 800 000 
 Apartments , Puchong ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 4 Bedrooms ,2005 sq.ft, RM 129 000 
750 sq.ft, Shah Alam ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,780 sq.ft, RM 135 000 
 3 Bedrooms , Shah Alam ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,753 sq.ft, RM 420 000 
 2 Bathrooms , Shah Alam ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,882 sq.ft, RM 155 000 
"  Today, 00:50   Damansara Perdana   ", Cyberjaya ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,663 sq.ft, RM 250 000 
 Apartments , Saujana ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 2 Bedrooms ,665 sq.ft, RM 170 000 
2005 sq.ft, Klang ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,850 sq.ft, RM 463 950 
 4 Bedrooms , Batu Caves ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,980 sq.ft, RM 265 000 
 4 Bathrooms , Shah Alam ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,700 sq.ft, RM 490 000 
"  Today, 00:20   Puchong   ", Bangi ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 245 000 
 Apartments , Damansara Damai ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,817 sq.ft, RM 900 000 
780 sq.ft, USJ ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,855 sq.ft, RM 180 000 
 3 Bedrooms , Kelana Jaya ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 285 000 
 2 Bathrooms , Kelana Jaya ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,816 sq.ft, RM 363 240 
"  Today, 00:20   Kota Kemuning   ", Puchong ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 1 Bedroom ,450 sq.ft, RM 236 000 
 Apartments , Bangi ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 247 000 
753 sq.ft, Ara Damansara ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,750 sq.ft, RM 235 000 
 3 Bedrooms , Seri Kembangan ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 2 Bedrooms ,615 sq.ft, RM 300 000 
 2 Bathrooms , Bangi ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 2 Bedrooms ,753 sq.ft, RM 200 000 
"  Today, 00:10   Ampang   ", Bangi ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,753 sq.ft, RM 490 000 
 Apartments , Klang ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,689 sq.ft, RM 399 999 
882 sq.ft, Seri Kembangan ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,652 sq.ft, RM 350 000 
 3 Bedrooms , Seri Kembangan ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,940 sq.ft, RM 90 000 
 2 Bathrooms , Bandar Utama ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,900 sq.ft, RM 240 000 
"  Today, 00:05   Sepang   ", Selayang ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 4 Bedrooms ,800 sq.ft, RM 300 000 
 Apartments , Serdang ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,864 sq.ft, RM 310 000 
663 sq.ft, Damansara Damai ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,857 sq.ft, RM 195 000 
 3 Bedrooms , Damansara Damai ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 35 500 
 2 Bathrooms , Balakong ,  Service Apartment Kelana Jaya  , Apartments , 4 Bedrooms ,864 sq.ft, RM 680 000 
"  Today, 00:05   Cyberjaya   ", Ulu Klang ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 580 000 
 Apartments , Ampang ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 2 Bedrooms ,487 sq.ft, RM 153 000 
665 sq.ft, Gombak ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,720 sq.ft, RM 100 000 
 2 Bedrooms , Puchong ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,850 sq.ft, RM 408 000 
